乘隙 顺便
取笑 讽刺
遗凮 遗风
卖头卖脚 抛头露面
消耗 破费
忠诚 赤诚
信件 函件
不亢不卑 不骄不躁
自封为王 黄袍加身
瀽瓴高屋 高屋建瓴
听任 放任
善良 慈祥
登高望远 高瞻远瞩
连续 连绵
无出其右 至高无上
豪宕 豪迈
天壤之别 天渊之隔
清都紫微 紫气东来
凄惨 悲惨
众目昭彰 光天化日
今世 当代
直吐胸怀 直抒胸臆
分离 星散
克制 制止
优异 杰出
惊风骇浪 狂风大浪
志得意满 称心如意
格斗 纷争
潢池弄兵 潢池盗弄
兴致索然 大煞风景
温情 温文
清贫 穷困
用智铺谋 用计铺谋
可巧 碰巧
心机 心计
呈现 闪现
安详 安闲
人琴俱逝 人琴俱逝
惊惶失措 提心吊胆
刺刺不休 絮絮不休
改造 转变
冗长 繁杂
晃悠 晃荡
抢救 救援
贪如虎狼 贪得无厌
粗衣恶食 粗衣粝食
傲睨万物 目空一切
品头论足 评头论足
富足 繁荣
惜墨如金 言简意赅
偷梁换柱 抽梁换柱
回避 规避
批示 指使
承认 认可
固然 虽然
公之世人 公之于众
转战千里 转斗千里
技术 身手
遮人眼目 遮掩耳目
变化 转化
暗杀 行剌
富余 富足
举荐 遴荐
全面 统统
不屈不挠 坚贞不屈
握素怀铅 握素披黄
寒噤 寒战
地步 景色
声嘶力竭 大喊大叫
故交 旧交
自傲 自豪
仿照 效法
市井 街市
正式 郑重
地大物博 地广人稀
输肝剖胆 输肝沥胆
口如悬河 喋喋不休
估量 计算
奉送 馈遗
灯炷 灯芯
一无所有 家徒壁立
粗茶淡饭 绳床瓦灶
可叹 可悲
夜阑 深宵
怀金垂紫 怀黄佩紫
便利 便当
侃侃而谈 娓娓而谈
地动山摇 天塌地陷
担当 接收
哀告 肯求
悉力 竭力
失败 腐化
分内 本分
梦想 理想
拜候 拜望
文过 涂脂抹粉
平宁 清静
地广人众 广土众民
习惯成自然 习惯自然
好高骛远 眼高手低
噤若寒蝉 沉默寡言
废料 废物
名誉扫地 身败名裂
扩充 推行
愚拙 笨拙
亲昵 接近
历历可数 屈指可数
手杖 拐杖
壮士断腕 壮士解腕
赶紧 速即
动摇 摇曳
融为一体 融合为一
提醒 示意
内乱 内争
腻烦 讨厌
唯我独尊 目无余子
世间 尘寰
依违两可 反复不定
魂亡胆落 魂飞魄散
坚如磐石 砥柱中流
会面 晤面
信札 竹简
专心 静心
坦率 坦直
恩重如山 昊天罔极
以身殉职 以身许国
万人空巷 人山人海
虎穴龙潭 虎窟龙潭
和蔼 情切
就业 工作
依依不舍 流连忘返
秦镜高悬 高悬秦镜
繁荣 蓬勃
上钩 入彀
凝望 凝视
危机 要紧
以微知著 触类旁通
因陋就简 滥竽充数
凶暴 狰狞
敬重 爱惜
鳏寡孤茕 鳏寡茕独
慈爱 慈蔼
粗暴 阴毒
奥密 机密
不共戴天 你死我活
渺无人烟 渺无人踪
仰慕 敬慕
伟大 远大
抛清 撇清
险峻 高峻
河滨 河边
改变 改革
故乡 桑梓
应接不暇 捉襟见肘
推到 推翻
名山大川 福地洞天
死去活来 痛不欲生
同床异梦 钩心斗角
一差二错 阴差阳错
说念 谈
幽雅 温婉
盘算推算 计算
心地狭窄 心胸狭隘
屹立 挺立
孙庞斗智 钩心斗角
承受 接受
大势所趋 百川归海
不拘小节 大大咧咧
清早 清晨
了结 完结
妖言惑众 蜚短流长
经营 规划
排斥 消除
商讨 商议
铺锦列绣 错彩镂金
炽热 酷热
责无旁贷 责有攸归
敬仰 敬爱
汜博 盛大
德才兼备 才疏志大
交手 打仗
佳丽 佳人
不断 不绝
佼佼不群 出人头地
混浊 混浊
安如磐石 稳如泰山
干枯 枯竭
改削 窜改
战船 艨艟
技俩 花样
郁郁芊芊 郁郁苍苍
记住 记着
照本宣科 述而不作
把守 看管
称颂 赞赏
作用 影响
放浪 纵容
开头 开始
结亲 联姻
坐以待毙 束手就擒
漠不关心 隔岸观火
三衅三沐 三衅三浴
打算 盘算
下属 部下
指正 郢正
化妆 化装
树欲息而风不停 树欲静而风不停
义士 烈士
典型 典范
暗无天日 有天无日
出人头地 头角峥嵘
昏昧 阴暗
杀绝 灭绝
情由 起因
如此这般 这样那样
大雅 精致无比
风起云涌 风起潮涌
回顾 记忆
招安 招抚
大方 端庄
只字不提 绝口不提
发奸擿伏 发奸露复
专长 拿手
稗官小说 稗官野史
实在 确凿
不正之风 歪风邪气
牝鸡司旦 牝鸡司晨
一概而论 一笔抹煞
目无余子 目空一切
扫除 消除
为国捐躯 舍生取义
挑三豁四 挑拨离间
应机立断 迟疑不决
千辛万苦 如牛负重
日异月新 日新月异
七拼八凑 东拉西扯
佛口蛇心 口蜜腹剑
孤家寡人 离群索居
平方 广泛
桃红柳绿 鸟语花香
凶恶 凶猛
埋伏 隐藏
不法 犯科
不分轩轾 不相上下
傲雪欺霜 坚贞不屈
计无所出 走投无路
吞没 泯没
为国捐躯 尽忠报国
故乡 故我
水尽鹅飞 鸡飞蛋打
惬心 舒服
制伏 制胜
并蒂芙蓉 芙蓉并蒂
如坐春风 如沐春雨春风华雨
管房 茶房
急切 迫急
徘徊 踟蹰
枭雄 英雄
干扰 骚扰
丢失 失落
性子 脾气
富余 富裕
初步 发端
盈利 赢利
横行直撞 横行直走
原因 道理
坎坷 险峻
齐头并进 齐驱并进
只有 只要
驰驱 驱驰
火食 烽火
柔软 柔韧
忙 辛苦
兴高采烈 欢天喜地
愤懑 气愤
俗不可医 俗不可耐
表白 表示
山河 江山
园丁 花匠
真挚 诚挚
华贵 高贵
压抑 禁止
真诚 针织
生老病死 衣食住行
周到 缜密
侦察 窥伺
衣锦还乡 载誉而归
开合自如 操纵自如
律师 讼师
登时 立刻
徘徊 徜徉
思想 思维
敬重 瞻仰
众口纷纭 莫衷一是
如坐春风 如沐春风
目光如豆 鼠目寸光
乞求 央求
冒失 鲁莽
矫枉过正 矫首昂视
恭祝 祝愿
代价 价格
归纳 归结
浴室 澡堂
一触即溃 土崩瓦解
奇光异彩 异彩纷呈
心灰意冷 意气消沉
答案 谜底
真切 知道
追风掣电 逐电追风
凶暴 蛮横
悲戚 酸楚
厮闹 瞎闹
无伤大体 无关宏旨
心情 神气
偏向 偏袒
方法 本领
怀恨 挟恨
亲热 热枕
奉承 谄谀
头头是道 有条不紊
一丝不挂 赤身裸体
清都紫微 清都绛阙
暴露 败露
呐喊 大叫
放纵 猖狂
密致 致密
不计其数 汗牛充栋
逢迎 阿谀
人欲横流 物欲横流
无力自顾 自身难保
冷眼旁观 见死不救
和缓 安静
唉声叹气 长吁短叹
常年 长年
仔细 堤防
反驳 回嘴
思路 线索
关切 热心
纯正 纯洁
清晨 黎明
愁眉苦脸 没精打彩
众口一词 同声一辞
以卵击石 蚍蜉撼树
周济 接济
教化 教导
浅显 简单
倘若 若是
局面 步地
鬼怪 鬼魅
坐以待旦 朝乾夕惕
壮丽 宏大
不赞一词 缄口不言
阿谀取容 阿谀求容
开心见诚 推心置腹
冲撞 得罪
倒台 垮台
横暴 野蛮
迷蒙 阴暗
和顺 柔顺
夜不闭户 路不拾遗
疾苦 痛苦
昏定晨省 晨昏定省
高作 高招
一脉相连 休戚相关
动摇 震撼
羽翼 翅膀
巧妙 精巧
一步登天 一鸣惊人
更换 退换
与众不同 领异标新
容貌 神态
抵御 驱退
似乎 宛若
怙罪不悛 长恶不悛
准备 打算
延迟 延长
评头论足 说长道短
灿艳 艳丽
束身自修 束身自爱
济困扶危 雪中送碳
言行一致 言行不贰
兴亡 蓬勃
混杂 驳杂
泥猪瓦狗 泥猪癞狗
心惊肉跳 提心吊胆
宁静 安宁
改换 调换
史乘 史册
流程 过程
博学多才 满腹珠玑
原野 郊外
作对 刁难
同志 同道
以德报怨 忘本负义
前言 媒介
下贱 卑污
光怪陆离 旷古奇闻
挺立 直立
对立 散乱
见笑于人 贻笑大方
制服 征服
一贫如洗 囊中羞涩
尽心竭力 竭尽心力
带领 领导
匕鬯不惊 鸡犬不宁
反抗 挣扎
向往 爱慕
神魂颠倒 骨腾肉飞
充满 弥漫
川资 旅费
水宿风餐 餐风宿露
惠临 来临
沉默 缄默
大快人心 皆大欢喜
无理取闹 无风作浪
成婚 结婚
欢悦 欣喜
就教 请问
惊异 惊诧
告慰 宽慰
达官显宦 高官厚禄
正经 端正
奇妙 巧妙
临时 偶而
判若天渊 判若鸿沟
波澜壮阔 浩浩荡荡
填街塞巷 填街溢巷
即使 如果
熬炼 陶冶
教养 教导
一笑了之 付之一笑
繁茂 茁壮
 色彩斑斓 五彩斑斓
制止 阻止
不明 不解
下车伊始 走马上任
因陋就简 马马虎虎
怀念 怀恋
患难与共 患难相扶
比较 较量
党同伐异 朋比为奸
如约 履约
防备 防护
怒不可遏 怒发冲冠
援手 支持
弹冠相庆 贡禹弹冠
稍纵即逝 转瞬即逝
胜过 高出
春光明媚 春和景明
专心致志 诚心诚意
兼收并畜 兼收并蓄
小人得势 小人得志
联合 连结
畛域 边界
满坑满谷 车载斗量
仿照 效尤
忽地 遽然
慷慨赴义 殒身不逊
带领 率领
忠心耿耿 鞠躬尽瘁
一举一动 一言一动
太平盛世 清平世界
计算 谋略
矗立 耸峙
一定 必然
式样 方式
讯问 过堂
挖空心思 殚精竭虑
唯命是从 瞻予马首
昂首挺胸 昂首阔步
妄生穿凿 望文生义
忘掉 遗忘
接近 逼近
言与心违 负心违愿
安宁 安适
善意 好心
愚昧无知 蒙昧无知
哀号 悲号
心平气和 息事宁人
明显 清楚
僧多粥少 粥少僧多
本末倒置 背本趋末
愿望 祈望
交往 交游
奋力 奋勇
上窜下跳 左冲右撞
写意 惬心
铺排 陈设
交往 往来
乘风破浪 扬帆起航
崭露头角 牛刀小试
厉兵秣马 砺戈秣马
不堪回首 痛定思痛
一望而知 昭然若揭
堆积如山 无穷无尽
立竿见影 行之有效
生灵涂炭 荼毒生灵
好奇 新奇
实事求是 指天画地
修筑 建筑
文件 文献
履历 资历
不差累黍 毫发不爽
参辰卯酉 参辰日月
拦阻 阻截
内疚 抱愧
明灭 闪灼
改变 更改
言多伤幸 言多伤行
永久 长久
交口称誉 有目共赏
山荆 拙荆
按劳取酬 计功受赏
工厂 工场
以逸待劳 用逸待劳
大公至正 舍己为人
妄自菲薄 自惭形秽
草率 鲁莽
混淆黑白 颠倒黑白
言归于好 言归和好
后裔 子孙
凶暴 桀骛
阐发 阐扬
动荡不安 风雨飘摇
出色 密切
囚徒 囚犯
空中楼阁 象牙之塔
儿子 女儿
浑身 满身
卖俏营奸 卖俏行奸
说明 阐述
猝不及防 防不胜防
形容尽致 淋漓尽致
建设 建造
妄诞 怪诞
埋藏 隐藏
刚直 正大
界线 范畴
拜访 拜谒
总共 整个
俊俏 姣好
放纵不拘 放纵不羁
包庇 回护
场合 景象
统一 融合
卓殊 特地
胁肩低眉 胁肩谄笑
农夫 农民
劳绩 成绩
投降 降服
大义灭亲 天公地道
月尾 月底
体无完肤 皮开肉绽
行不从径 行不由径
薏苡之谤 薏苡蒙谤
七嘴八舌 众说纷纭
上进 前进
学而不厌 虚心好学
黑暗 黯淡
拈花惹草 招花引蝶
东床坦腹 东床娇客
割据 豆剖
没落 消失
装扮 装束
朴拙 诚挚
一纸空文 镜花水月
大意 简略
周济 救援
同心协力 同舟共济
残花败柳 败柳残花
哀毁骨立 无肠可断
上当 受愚
目光如豆 高瞻远瞩
刀枪入库 天下太平
不容置疑 理所当然
各行其是 同床异梦
不务正业 不求上进
更唱叠和 更唱叠和
赞扬 赞许
精细 邃密
豪放不羁 豪迈不羁
杂乱 混乱
修改 点窜
挺立 矗立
急促 赶紧
特别 稀奇
想念 缅怀
执法如山 铁面无私
知交 老友
充分 足够
忽地 猝然
喜笑颜开 嘻皮笑脸
委以心腹 推心置腹
弦外有音 意在言外
揣测 臆度
张大其词 言过其实
知名 著名
蛮横 骄矜
娴熟 熟悉
睿智 英明
侘傺 坎坷
恒河沙数 满坑满谷
坦然自若 稳如泰山
住宿 留宿
体谅 原谅
把持 控制
井蛙语海 妄自尊大
庞杂 繁芜
节减 节约
一会儿 霎时
悄悄 悄然
梦幻泡影 海市蜃楼
勇猛精进 精进勇猛
同流合污 随波逐流
兴办 建筑
切磋 协商
急速 赶忙
作恶 行恶
休戚相关 祸福相依
不相上下 难分伯仲
不知悔改 死不悔改
以牙还牙 以直报怨
惩一儆百 杀一儆百
归纳 总结
跋前踕后 跋胡疐尾
别具一格 独具匠心
财产 资产
三心二意 二三其德
恩赐 给予
高档 高级
靡然从风 靡然成风
危急 告急
死亡 殒命
新型 新式
诸位 诸君
推想 揣测
共谋 合谋
哀鸿遍野 道殣相望
打扰 打搅
寿辰 生日
次序 程序
暮气 死气
感受 感想
托词 设词
倚老卖老 老气横秋
渺视 轻视
畏首畏尾 缩手缩脚
模样 状貌
胡言乱道 胡言汉语
获得 赢得
不识好歹 是非不分
溺爱 钟爱
事半功倍 渔人之利
勤劳 辛苦
奸细 特工
打扮 装点
吐刚茹柔 欺软怕硬
典质 抵押
狮虎当道 虎狼当道
遗哂大方 遗笑大方
召唤 呼喊
侧门 边门
左券在握 瓮中捉鳖
厉兵秣马 练兵秣马
乱世 浊世
不卑不亢 不矜不伐
戒备 警卫
并且 而且
萧索 衰微
虚怀若谷 谦虚谨慎
交集 焦炙
刚毅 坚强
饮水啜菽 饮水食菽
抱头鼠窜 鸟骇鼠窜
卓越 精湛
天衣无缝 无懈可击
大概 大略
直爽 耿直
孩子 孩童
安妥 稳妥
细腻 细致
气凌霄汉 气逾霄汉
模仿 模拟
困苦 穷苦
经历 经验
接力 极力
耳语 谜语
灾荒 磨难
小道消息 道听途看
笑里藏刀 绵里藏针
深居简出 闭门谢客
乘客 搭客
尊从 遵照
坚定不移 天长地久
坏人 恶徒
张脉偾兴 血脉偾张
凝聚 固结
系缚 绑缚
束之高阁 置若罔闻
血口喷人 诬蔑他人
会集 聚积
战无不胜 所向无敌
圆滑 圆通
壮志难酬 怀才不遇
悲伤 痛苦
制服 顺服
典型 榜样
企图 妄图
纠合 联合
感到 感触
一瞬 刹那
为虎傅翼 助纣为虐
别开生面 异军突起
快速 飞快
庸中佼佼 鹤立鸡群
乐龄 高龄
极刑 死刑
大肆铺张 铺张浪费
变化无穷 瞬息万变
山珍海错 龙肝豹胆
天灾人祸 飞来横祸
积累 补偿
大气磅礴 波澜壮阔
无名小卒 藉藉无名
一字千钧 一言九鼎
事态 局面
期骗 诳骗
全力以赴 尽锐出战
毋庸讳言 直截了当
傲慢少礼 傲慢无礼
根基 根柢
豁达 豪放
一样 相似
教学 教育
息交 断绝
面不改色 面红耳赤
大风大浪 波涛汹涌
行使 运用
放肆 豪恣
举动 步履
承认 招认
看家本事 看家本领
因为 由于
咒骂 诟谇
心不在焉 无所用心
仗势欺人 敲榨勒索
圭臬 法式
得意 欢跃
深入虎穴 直捣黄龙
清闲 空闲
抛弃 放弃
叫苦连天 喊冤叫屈
字里行间 弦外之音
进退两难 进退失据
方案 计划
心理 情绪
如梦初醒 茅塞顿开
练习 闇练
泉币 钱
富可敌国 腰缠万贯
沉沦 沉湎
缄口藏舌 闭口无言
饿虎扑羊 饿虎见羊
藏匿 隐秘
屈指可数 比比皆是
珠联璧合 连珠合璧
担负 负担
清楚 知晓
不遗余力 尽心尽力
应有尽有 总总林林
书房 书斋
后果 成果
场面 美观
喜悦 欢欣
戒骄戒躁 虚怀若谷
委实 委的
鉴别 鉴识
临池学书 手不释卷
幻想 梦境
按功行赏 班功行赏
回荡 振荡
大有文章 弦外有音
牵线搭桥 穿针引线
咨牙俫嘴 龇牙裂嘴
借使 假如
不相上下 无与伦比
惠临 降临
圆滑 狡黠
胆丧魂惊 胆裂魂飞
原因 缘故
如蚁附膻 如蝇逐臭
健康 壮健
属意 留意
摧残 糟蹋
局促 窄小
卑躬屈膝 蠖屈鼠伏
叱咤风云 气势磅礡
物品 货物
如果 淌若
持重 稳重
含糊 敷衍
按序 递次
披星戴月 餐风宿雨
可耻 羞耻
阴晦 阴沉
罢免 解除
饰非掩过 饰非文过
日出三竿 红日三竿
称道 颂扬
大智大勇 有勇无谋
以理服人 心悦诚服
一共 总计
其他 其它
纠缠不清 藕断丝连
安放 安顿
猖狂 豪恣
欢喜 沸腾
声名狼藉 遗臭万代
照料 照看
阴司 鬼门关
欠缺 缺少
鼎鼎大名 鼎鼎有名
流言蜚语 流言飞文
祥瑞 祯祥
中止 搁浅
大展宏图 大有作为
沾沾自喜 自鸣得意
充满 迷漫
臭不可当 臭名远扬
涤故更新 鼎新革故
立足 藏身
万寿无疆 寿比南山
元配 原配
倚玉偎香 倚翠偎红
形态 状态
明晰 清楚
一模一样 大同小异
已而 转瞬
狗盗鸡鸣 鸡鸣狗盗
款项 金钱
原由 来由
恢复 规复
盘川 盘费
踌躇 踯躅
伤天害理 惨无人道
得病 患病
平缓 迂缓
人烟 烽火
引人注目 有目共睹
了解 认识
排挤 摒除
腐朽 退步
建筑 征战
当务之急 火烧眉毛
不怀好意 居心叵测
缺席 退席
势均力敌 半斤八两
明显 显明
仰仗 依赖
女大当嫁 女大须嫁
含冤莫白 含冤负屈
打开 掀开
如故 照旧
结子 结实
白花花 白茫茫
休息 停滞
考察 考核
横眉 瞋目
诊疗 调理
东奔西向 各奔东西
离奇 稀奇
拾人牙慧 追随骥尾
枕山栖谷 枕流漱石
停泊 靠岸
受骗 被骗
增加 增多
州闾 闾里
奔突 奔驰
垂问 照管
糊涂 迷糊
帮助 帮衬
工作 职业
呆头呆脑 愣愣瞌瞌
原因 源由
千古流芳 流芳百世
窒碍 阻扰
畅快 酣畅
假痴假呆 装疯卖傻
主见 见识
海市蜃楼 虚无缥缈
不翼而飞 不胫而走
老调重弹 重蹈覆辙
动员 鼓动
书信 文牍
耿耿于怀 铭心镂骨
寂静 清静
前因后果 来因去果
沦亡 陷落
叨教 讨教
后记 跋文
金鸡独立 鹤立鸡群
点火 燃烧
遵命 遵循
无中生有 胡言乱语
新妇 新娘
急躁 焦急
涌现 表现
尸居余气 老朽无能
切磋 探求
追忆 追想
壮烈 悲壮
伶仃 孤立
坚实 坚韧
布施 施助
尽力 接力
打赌 赌博
心高气傲 自尊自大
简练 精辟
出现 闪现
动摇 游移
千载一合 千载一遇
朴直 耿介
灌注 灌输
无言 莫名
三心两意 喜新厌旧
创办 树立
踵趾相接 踵迹相接
薪尽火传 薪烬火传
侵掠 抢劫
令人作呕 令人切齿
华丽 奢华
大而化之 马马虎虎
破旧立新 移风易俗
日进斗金 财运亨通
积储 积贮
瑕不掩瑜 白玉无瑕
最近 比来
高举远蹈 高蹈远引
梦寐以求 求之不得
麦秀黍离 黍离麦秀
八面玲珑 面面俱到
夸夸其谈 夸夸而谈
耳鬓厮磨 花前月下
群集 集中
变幻莫测 鬼出电入
期骗 诱骗
放纵 浪漫
形形色色 许许多多
成恳 至诚
近悦远来 迩安远至
滋生 生长
不甘雌伏 力争上游
一帆风顺 布帆无恙
正直 正经
阻塞 雍塞
向慕 瞻仰
充实 满盈
呵斥 责备
手书 手简
办事 工作
友好 喜爱
商号 市肆
天灾人祸 痛不欲生
企盼 瞻仰
道谢 鸣谢
畿辇 皇都
书信 简牍
事件 变乱
嫌贫爱富 爱富嫌贫
冷血 无情
文告 文牍
高才捷足 高材捷足
卖儿鬻女 家破人亡
商议 商酌
现身说法 言传身教
悠扬 泛动
时常 时时
欣赏 观赏
当面 迎面
精良 良好
以火止沸 以煎止燔
培植 扶植
挑唆 挑拨
咨询 研究
片霎 顷刻
分别 分歧
表里相依 表里相应
